Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,collection_date,period,granularity
2014-08-01 00:00:00-04:00,41.52000045776367,44.869998931884766,40.099998474121094,41.880001068115234,30.480287551879883,844693800,0.305,0.0,2024-08-18,10y,3mo
2014-11-01 00:00:00-04:00,41.790000915527344,45.0,39.79999923706055,41.16999816894531,30.18183135986328,874058000,0.305,0.0,2024-08-18,10y,3mo
2015-02-01 00:00:00-05:00,41.209999084472656,43.65999984741211,39.61000061035156,40.560001373291016,29.94017219543457,946406500,0.33,0.0,2024-08-18,10y,3mo
2015-05-01 00:00:00-04:00,40.58000183105469,41.689998626708984,39.119998931884766,41.08000183105469,30.575639724731445,786982900,0.33,0.0,2024-08-18,10y,3mo
2015-08-01 00:00:00-04:00,40.849998474121094,43.849998474121094,36.560001373291016,42.349998474121094,31.780941009521484,1056477200,0.33,0.0,2024-08-18,10y,3mo
2015-11-01 00:00:00-04:00,42.31999969482422,43.90999984741211,40.75,42.91999816894531,32.48773956298828,856721900,0.33,0.0,2024-08-18,10y,3mo
2016-02-01 00:00:00-05:00,42.599998474121094,47.130001068115234,41.900001525878906,44.79999923706055,34.17084503173828,968709300,0.35,0.0,2024-08-18,10y,3mo
2016-05-01 00:00:00-04:00,44.56999969482422,46.0099983215332,43.099998474121094,43.630001068115234,33.537960052490234,731747800,0.35,0.0,2024-08-18,10y,3mo
2016-08-01 00:00:00-04:00,43.689998626708984,44.33000183105469,41.400001525878906,42.400001525878906,32.8424072265625,750964600,0.35,0.0,2024-08-18,10y,3mo
2016-11-01 00:00:00-04:00,42.400001525878906,42.97999954223633,39.880001068115234,41.56999969482422,32.46256637573242,840771500,0.35,0.0,2024-08-18,10y,3mo
2017-02-01 00:00:00-05:00,41.52000045776367,43.790000915527344,40.220001220703125,43.150001525878906,33.98128128051758,905634600,0.37,0.0,2024-08-18,10y,3mo
2017-05-01 00:00:00-04:00,43.150001525878906,46.43000030517578,43.099998474121094,45.84000015258789,36.4183349609375,687432300,0.37,0.0,2024-08-18,10y,3mo
2017-08-01 00:00:00-04:00,45.970001220703125,46.97999954223633,44.380001068115234,45.97999954223633,36.83017349243164,598485000,0.37,0.0,2024-08-18,10y,3mo
2017-11-01 00:00:00-04:00,45.75,48.619998931884766,44.91999816894531,47.59000015258789,38.4231071472168,682044600,0.37,0.0,2024-08-18,10y,3mo
2018-02-01 00:00:00-05:00,47.40999984741211,47.72999954223633,41.90999984741211,43.209999084472656,35.17280960083008,828425200,0.39,0.0,2024-08-18,10y,3mo
2018-05-01 00:00:00-04:00,42.959999084472656,46.66999816894531,41.45000076293945,46.630001068115234,38.29175567626953,719937900,0.39,0.0,2024-08-18,10y,3mo
2018-08-01 00:00:00-04:00,46.45000076293945,48.08000183105469,44.25,47.880001068115234,39.66840362548828,751049700,0.39,0.0,2024-08-18,10y,3mo
2018-11-01 00:00:00-04:00,47.810001373291016,50.84000015258789,45.65999984741211,48.130001068115234,40.21470642089844,878818700,0.39,0.0,2024-08-18,10y,3mo
2019-02-01 00:00:00-05:00,48.47999954223633,49.939998626708984,44.41999816894531,49.060001373291016,41.31590270996094,990546600,0.4,0.0,2024-08-18,10y,3mo
2019-05-01 00:00:00-04:00,48.95000076293945,54.81999969482422,47.06999969482422,52.630001068115234,44.709312438964844,764542600,0.4,0.0,2024-08-18,10y,3mo
