Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,collection_date,period,granularity
2014-09-01 00:00:00-04:00,29.147499084472656,30.270000457763672,28.850500106811523,29.420499801635742,29.38677215576172,708502000,0.0,0.0,2024-08-18,10y,1mo
2014-10-01 00:00:00-04:00,29.34000015258789,29.6200008392334,25.920499801635742,28.39349937438965,28.360950469970703,1109632000,0.0,0.0,2024-08-18,10y,1mo
2014-11-01 00:00:00-04:00,28.17650032043457,28.357500076293945,26.95949935913086,27.45400047302246,27.422527313232422,595410000,0.0,0.0,2024-08-18,10y,1mo
2014-12-01 00:00:00-05:00,27.254499435424805,27.43950080871582,24.859500885009766,26.533000946044922,26.50258445739746,1088686000,0.0,0.0,2024-08-18,10y,1mo
2015-01-01 00:00:00-05:00,26.6299991607666,27.27050018310547,24.545499801635742,26.877500534057617,26.846689224243164,1056926000,0.0,0.0,2024-08-18,10y,1mo
2015-02-01 00:00:00-05:00,26.715999603271484,28.47100067138672,26.086000442504883,28.131500244140625,28.09925079345703,808386000,0.0,0.0,2024-08-18,10y,1mo
2015-03-01 00:00:00-05:00,28.350000381469727,29.15999984741211,27.51650047302246,27.735000610351562,27.703205108642578,864144000,0.0,0.0,2024-08-18,10y,1mo
2015-04-01 00:00:00-04:00,27.741500854492188,29.235000610351562,26.450000762939453,27.438499450683594,27.407045364379883,874900000,0.0,0.0,2024-08-18,10y,1mo
2015-05-01 00:00:00-04:00,27.52549934387207,27.91200065612793,26.61199951171875,27.266000747680664,27.234743118286133,648434000,0.0,0.0,2024-08-18,10y,1mo
2015-06-01 00:00:00-04:00,27.436500549316406,28.280500411987305,26.9424991607666,27.00200080871582,26.971046447753906,704328000,0.0,0.0,2024-08-18,10y,1mo
2015-07-01 00:00:00-04:00,27.183000564575195,35.666500091552734,26.988000869750977,32.875,32.83731460571289,1370858000,0.0,0.0,2024-08-18,10y,1mo
