Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,collection_date,period,granularity
2024-08-12 09:30:00-04:00,199.02000427246094,199.0850067138672,196.7480010986328,197.46499633789062,197.46499633789062,3649689,0.0,0.0,2024-08-18,5d,5m
2024-08-12 09:35:00-04:00,197.4550018310547,198.23809814453125,196.88999938964844,197.89999389648438,197.89999389648438,1397764,0.0,0.0,2024-08-18,5d,5m
2024-08-12 09:40:00-04:00,197.90029907226562,198.38999938964844,196.6199951171875,196.85800170898438,196.85800170898438,1428710,0.0,0.0,2024-08-18,5d,5m
2024-08-12 09:45:00-04:00,197.38999938964844,197.92999267578125,196.75,197.6199951171875,197.6199951171875,1427080,0.0,0.0,2024-08-18,5d,5m
2024-08-12 09:50:00-04:00,197.63999938964844,198.3195037841797,195.64999389648438,195.72000122070312,195.72000122070312,2038300,0.0,0.0,2024-08-18,5d,5m
2024-08-12 09:55:00-04:00,195.72979736328125,196.1699981689453,194.6750030517578,194.99000549316406,194.99000549316406,2246364,0.0,0.0,2024-08-18,5d,5m
2024-08-12 10:00:00-04:00,194.99000549316406,195.86000061035156,194.76400756835938,195.75010681152344,195.75010681152344,1421517,0.0,0.0,2024-08-18,5d,5m
2024-08-12 10:05:00-04:00,195.78990173339844,196.32989501953125,195.47000122070312,196.1699981689453,196.1699981689453,1137307,0.0,0.0,2024-08-18,5d,5m
2024-08-12 10:10:00-04:00,196.15499877929688,197.0500030517578,195.99000549316406,196.67999267578125,196.67999267578125,1492099,0.0,0.0,2024-08-18,5d,5m
2024-08-12 10:15:00-04:00,196.6999969482422,197.0,196.32000732421875,196.3791046142578,196.3791046142578,1062971,0.0,0.0,2024-08-18,5d,5m
2024-08-12 10:20:00-04:00,196.39999389648438,197.35000610351562,196.33999633789062,197.1999969482422,197.1999969482422,1256604,0.0,0.0,2024-08-18,5d,5m
2024-08-12 10:25:00-04:00,197.1999969482422,197.32000732421875,196.86000061035156,197.0,197.0,916383,0.0,0.0,2024-08-18,5d,5m
2024-08-12 10:30:00-04:00,197.0198974609375,197.3000030517578,196.92999267578125,197.10000610351562,197.10000610351562,708639,0.0,0.0,2024-08-18,5d,5m
2024-08-12 10:35:00-04:00,197.08999633789062,198.27999877929688,196.88009643554688,197.8699951171875,197.8699951171875,1264928,0.0,0.0,2024-08-18,5d,5m
2024-08-12 10:40:00-04:00,197.8795928955078,198.0800018310547,196.6999969482422,196.7899932861328,196.7899932861328,914337,0.0,0.0,2024-08-18,5d,5m
2024-08-12 10:45:00-04:00,196.77999877929688,197.2642059326172,196.75,197.0,197.0,774982,0.0,0.0,2024-08-18,5d,5m
2024-08-12 10:50:00-04:00,196.97000122070312,197.39999389648438,196.77000427246094,197.02999877929688,197.02999877929688,621482,0.0,0.0,2024-08-18,5d,5m
2024-08-12 10:55:00-04:00,197.02000427246094,197.39990234375,196.95050048828125,197.13780212402344,197.13780212402344,529370,0.0,0.0,2024-08-18,5d,5m
2024-08-12 11:00:00-04:00,197.1999969482422,197.89999389648438,197.02999877929688,197.82749938964844,197.82749938964844,781405,0.0,0.0,2024-08-18,5d,5m
2024-08-12 11:05:00-04:00,197.7624969482422,197.7624969482422,196.77000427246094,196.89999389648438,196.89999389648438,690573,0.0,0.0,2024-08-18,5d,5m
2024-08-12 11:10:00-04:00,196.88999938964844,197.8800048828125,196.87489318847656,197.5449981689453,197.5449981689453,680718,0.0,0.0,2024-08-18,5d,5m
2024-08-12 11:15:00-04:00,197.5399932861328,198.0800018310547,197.3699951171875,197.8699951171875,197.8699951171875,626313,0.0,0.0,2024-08-18,5d,5m
2024-08-12 11:20:00-04:00,197.85000610351562,198.3000030517578,196.13600158691406,196.16990661621094,196.16990661621094,1202702,0.0,0.0,2024-08-18,5d,5m
2024-08-12 11:25:00-04:00,196.1699981689453,196.73989868164062,195.9199981689453,196.6199951171875,196.6199951171875,978288,0.0,0.0,2024-08-18,5d,5m
2024-08-12 11:30:00-04:00,196.52000427246094,196.52000427246094,195.35000610351562,195.4445037841797,195.4445037841797,882820,0.0,0.0,2024-08-18,5d,5m
2024-08-12 11:35:00-04:00,195.48500061035156,195.79620361328125,195.05999755859375,195.1195068359375,195.1195068359375,879249,0.0,0.0,2024-08-18,5d,5m
2024-08-12 11:40:00-04:00,195.16839599609375,195.6300048828125,194.77999877929688,195.56849670410156,195.56849670410156,1139014,0.0,0.0,2024-08-18,5d,5m
2024-08-12 11:45:00-04:00,195.5399932861328,195.8699951171875,195.1199951171875,195.8000030517578,195.8000030517578,622472,0.0,0.0,2024-08-18,5d,5m
2024-08-12 11:50:00-04:00,195.8249969482422,196.38999938964844,195.63999938964844,196.3249969482422,196.3249969482422,856700,0.0,0.0,2024-08-18,5d,5m
2024-08-12 11:55:00-04:00,196.27999877929688,197.00999450683594,196.20010375976562,196.875,196.875,584298,0.0,0.0,2024-08-18,5d,5m
2024-08-12 12:00:00-04:00,196.875,197.22999572753906,196.64700317382812,196.94000244140625,196.94000244140625,622779,0.0,0.0,2024-08-18,5d,5m
2024-08-12 12:05:00-04:00,196.9499969482422,197.24839782714844,196.76019287109375,197.02000427246094,197.02000427246094,547571,0.0,0.0,2024-08-18,5d,5m
2024-08-12 12:10:00-04:00,197.0,197.1300048828125,196.8300018310547,196.89999389648438,196.89999389648438,469441,0.0,0.0,2024-08-18,5d,5m
2024-08-12 12:15:00-04:00,196.9199981689453,197.10000610351562,196.52560424804688,197.0699005126953,197.0699005126953,607621,0.0,0.0,2024-08-18,5d,5m
2024-08-12 12:20:00-04:00,197.0800018310547,197.6699981689453,196.97000122070312,197.38999938964844,197.38999938964844,539713,0.0,0.0,2024-08-18,5d,5m
2024-08-12 12:25:00-04:00,197.34930419921875,197.4499969482422,197.0800018310547,197.24009704589844,197.24009704589844,327891,0.0,0.0,2024-08-18,5d,5m
2024-08-12 12:30:00-04:00,197.25999450683594,197.77000427246094,197.1949005126953,197.39999389648438,197.39999389648438,428341,0.0,0.0,2024-08-18,5d,5m
2024-08-12 12:35:00-04:00,197.37989807128906,197.92999267578125,197.1649932861328,197.8415069580078,197.8415069580078,1818554,0.0,0.0,2024-08-18,5d,5m
2024-08-12 12:40:00-04:00,197.8699951171875,197.97999572753906,197.30999755859375,197.6103057861328,197.6103057861328,369281,0.0,0.0,2024-08-18,5d,5m
2024-08-12 12:45:00-04:00,197.6199951171875,197.99000549316406,197.6199951171875,197.69000244140625,197.69000244140625,286792,0.0,0.0,2024-08-18,5d,5m
2024-08-12 12:50:00-04:00,197.69500732421875,197.6999969482422,197.14999389648438,197.33999633789062,197.33999633789062,364966,0.0,0.0,2024-08-18,5d,5m
2024-08-12 12:55:00-04:00,197.36619567871094,197.40989685058594,196.4199981689453,196.44500732421875,196.44500732421875,600327,0.0,0.0,2024-08-18,5d,5m
2024-08-12 13:00:00-04:00,196.44000244140625,196.77999877929688,196.22000122070312,196.55999755859375,196.55999755859375,474957,0.0,0.0,2024-08-18,5d,5m
